Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
9/26/2017,ĐH0001703,KH-0583,P-071,20,740000,14800000,9620000,NV00015,CN HN
9/27/2017,ĐH0001704,KH-0609,P-076,4,600000,2400000,1560000,NV00046,CN HCM
9/28/2017,ĐH0000898,KH-0087,P-060,10,1040000,10400000,7280000,NV00017,CN HCM
9/29/2017,ĐH0001708,KH-0225,P-687,10,3150000,31500000,22050000,NV00006,CN HP
9/30/2017,ĐH0001709,KH-0655,P-523,31,1188000,36828000,23938200,NV00011,CN HN
10/1/2017,ĐH0000904,KH-0624,P-016,6,7094000,42564000,27666600,NV00078,CN HP
10/2/2017,ĐH0000905,KH-0021,P-688,28,504000,14112000,8467200,NV00078,CN HP
10/3/2017,ĐH0001712,KH-0176,P-076,9,730000,6570000,4270500,NV00081,CN HN
10/4/2017,ĐH0001725,KH-0535,P-071,4,740000,2960000,1776000,NV00046,CN HP
10/5/2017,ĐH0001717,KH-0226,P-689,10,6580000,65800000,39480000,NV00015,CN HP
10/6/2017,ĐH0001717,KH-0226,P-690,100,6580000,658000000,460600000,NV00015,CN HP
10/7/2017,ĐH0001717,KH-0226,P-691,8,3285000,26280000,18396000,NV00015,CN HN
10/8/2017,ĐH0001717,KH-0226,P-432,7,18204000,127428000,89199600,NV00015,CN HN
10/9/2017,ĐH0001729,KH-0228,P-186,8,7650000,61200000,42840000,NV00059,CN HN
10/10/2017,ĐH0000909,KH-0010,P-018,4,2955000,11820000,7092000,NV00080,CN HP
10/11/2017,ĐH0000909,KH-0010,P-017,4,4035000,16140000,9684000,NV00080,CN HCM
10/12/2017,ĐH0000919,KH-0700,P-692,35,298000,10430000,6258000,NV00061,CN HCM
10/13/2017,ĐH0000914,KH-0530,P-029,22,3818000,83996000,50397600,NV00078,CN HN
10/14/2017,ĐH0001745,KH-0701,P-016,12,7269000,87228000,52336800,NV00068,CN HN
10/15/2017,ĐH0001745,KH-0701,P-592,12,690000,8280000,5796000,NV00068,CN HCM
10/16/2017,ĐH0001748,KH-0176,P-693,15,2300000,34500000,20700000,NV00081,CN HCM
10/17/2017,ĐH0001769,KH-0230,P-694,10,360000,3600000,2160000,NV00061,CN HCM
10/18/2017,ĐH0001769,KH-0230,P-695,10,310000,3100000,2015000,NV00061,CN HCM
10/19/2017,ĐH0001774,KH-0372,P-666,8,2120087,16960696,10176417.6,NV00046,CN HN
10/20/2017,ĐH0001774,KH-0372,P-592,10,575012,5750120,3450072,NV00046,CN HCM
10/21/2017,ĐH0001775,KH-0356,P-696,4,33450000,133800000,80280000,NV00046,CN HP
10/22/2017,ĐH0000980,KH-0702,P-016,15,6952000,104280000,72996000,NV00017,CN HN
10/23/2017,ĐH0000978,KH-0023,P-068,13,2009000,26117000,15670200,NV00086,CN HCM
10/24/2017,ĐH0004810,KH-0703,P-016,10,6900000,69000000,44850000,NV00095,CN HN
10/25/2017,ĐH0004811,KH-0231,P-016,40,6856000,274240000,191968000,NV00059,CN HN
10/26/2017,ĐH0004812,KH-0704,P-016,12,7350000,88200000,61740000,NV00006,CN HN
10/27/2017,ĐH0004815,KH-0705,P-016,4,7280000,29120000,20384000,NV00098,CN HCM
10/28/2017,ĐH0004816,KH-0232,P-016,35,7350000,257250000,167212500,NV00015,CN HN
10/29/2017,ĐH0004816,KH-0232,P-592,30,590000,17700000,11505000,NV00015,CN HN
10/30/2017,ĐH0004817,KH-0233,P-016,10,7150000,71500000,42900000,NV00015,CN HP
10/31/2017,ĐH0004822,KH-0324,P-666,40,1956000,78240000,46944000,NV00011,CN HCM
11/1/2017,ĐH0004822,KH-0324,P-016,50,6818000,340900000,204540000,NV00011,CN HCM
11/2/2017,ĐH0004826,KH-0245,P-016,11,7300000,80300000,48180000,NV00059,CN HCM
11/3/2017,ĐH0004827,KH-0032,P-592,70,588000,41160000,28812000,NV00061,CN HCM
11/4/2017,ĐH0000987,KH-0079,P-231,4,55000,220000,132000,NV00017,CN HCM
11/5/2017,ĐH0004833,KH-0706,P-693,21,1060000,22260000,13356000,NV00011,CN HN
11/6/2017,ĐH0004833,KH-0706,P-541,20,580000,11600000,6960000,NV00011,CN HN
11/7/2017,ĐH0004842,KH-0707,P-034,4,16778000,67112000,40267200,NV00015,CN HCM
11/8/2017,ĐH0004842,KH-0707,P-607,60,3904000,234240000,152256000,NV00015,CN HN
11/9/2017,ĐH0004842,KH-0707,P-046,4,16501000,66004000,42902600,NV00015,CN HCM
11/10/2017,ĐH0004842,KH-0707,P-248,60,710000,42600000,29820000,NV00015,CN HCM
11/11/2017,ĐH0004845,KH-0708,P-697,7,575000,4025000,2817500,NV00006,CN HP
11/12/2017,ĐH0004845,KH-0708,P-016,7,7300000,51100000,30660000,NV00006,CN HN
11/13/2017,ĐH0004855,KH-0234,P-694,101,588000,59388000,35632800,NV00006,CN HP
11/14/2017,ĐH0000994,KH-0709,P-062,6,600000,3600000,2160000,NV00096,CN HP
11/15/2017,ĐH0004862,KH-0536,P-666,8,2200000,17600000,12320000,NV00095,CN HCM
11/16/2017,ĐH0004862,KH-0536,P-248,40,755000,30200000,18120000,NV00095,CN HN
11/17/2017,ĐH0004875,KH-0236,P-698,14,102000000,1428000000,928200000,NV00095,CN HN
11/18/2017,ĐH0004875,KH-0236,P-699,28,14300000,400400000,240240000,NV00095,CN HN
11/19/2017,ĐH0004875,KH-0236,P-666,72,2050000,147600000,103320000,NV00095,CN HN
11/20/2017,ĐH0004875,KH-0236,P-592,142,542000,76964000,53874800,NV00095,CN HCM
11/21/2017,ĐH0004875,KH-0236,P-700,10,3900000,39000000,23400000,NV00095,CN HCM
11/22/2017,ĐH0004878,KH-0710,P-701,20,172727.27,3454545,2418181.5,NV00081,CN HN
11/23/2017,ĐH0004882,KH-0237,P-702,20,1391400,27828000,16696800,NV00095,CN HP
11/24/2017,ĐH0004885,KH-0652,P-018,10,3300000,33000000,19800000,NV00006,CN HP
11/25/2017,ĐH0004888,KH-0196,P-189,22,270000,5940000,4158000,NV00011,CN HCM
11/26/2017,ĐH0004890,KH-0711,P-564,100,68400,6840000,4104000,NV00011,CN HP
11/27/2017,ĐH0004897,KH-0265,P-564,159,68550,10899450,7084642.5,NV00095,CN HP
11/28/2017,ĐH0004897,KH-0265,P-564,11,63980,703780,492646,NV00095,CN HCM
11/29/2017,ĐH0004897,KH-0265,P-564,4,59410,237640,142584,NV00095,CN HP
11/30/2017,ĐH0004897,KH-0265,P-564,6,54840,329040,213876,NV00095,CN HN
12/1/2017,ĐH0004897,KH-0265,P-564,15,47985,719775,431865,NV00095,CN HCM
12/2/2017,ĐH0004917,KH-0176,P-101,7,517000,3619000,2533300,NV00046,CN HCM
12/3/2017,ĐH0004960,KH-0245,P-304,6,850000,5100000,3570000,NV00059,CN HCM
12/4/2017,ĐH0004960,KH-0245,P-223,6,17650000,105900000,74130000,NV00059,CN HP
12/5/2017,ĐH0004960,KH-0245,P-223,4,17650000,70600000,42360000,NV00059,CN HCM
12/6/2017,ĐH0004949,KH-0662,P-017,8,3950000,31600000,20540000,NV00046,CN HCM
12/7/2017,ĐH0004961,KH-0340,P-676,40,302000,12080000,8456000,NV00081,CN HP
12/8/2017,ĐH0004962,KH-0340,P-676,400,228536,91414400,54848640,NV00081,CN HCM
12/9/2017,ĐH0004963,KH-0247,P-666,18,2077000,37386000,24300900,NV00059,CN HN
12/10/2017,ĐH0004963,KH-0247,P-607,20,3933700,78674000,51138100,NV00059,CN HN
12/11/2017,ĐH0004965,KH-0593,P-643,12,588000,7056000,4939200,NV00095,CN HN
12/12/2017,ĐH0004969,KH-0611,P-071,6,1450000,8700000,5220000,NV00046,CN HCM
12/13/2017,ĐH0004974,KH-0176,P-703,10,1140000,11400000,6840000,NV00046,CN HCM
12/14/2017,ĐH0004974,KH-0176,P-229,4,750000,3000000,1950000,NV00046,CN HN
12/15/2017,ĐH0004981,KH-0712,P-012,4,8500000,34000000,20400000,NV00086,CN HP
12/16/2017,ĐH0004992,KH-0609,P-229,10,603000,6030000,3919500,NV00046,CN HP
12/17/2017,ĐH0004996,KH-0176,P-229,6,750000,4500000,3150000,NV00046,CN HN
12/18/2017,ĐH0004999,KH-0252,P-228,4,450000,1800000,1080000,NV00068,CN HCM
12/19/2017,ĐH0004999,KH-0252,P-704,43,450000,19350000,12577500,NV00068,CN HCM
12/20/2017,ĐHIN18072018,KH-0255,P-016,4,7641807.2,30566772,21396740.4,NV00078,CN HP
12/21/2017,ĐH0000029,KH-0258,P-705,8,9535000,76280000,49582000,NV00086,CN HCM
12/22/2017,ĐH0000029,KH-0258,P-706,8,7631000,61048000,39681200,NV00086,CN HP
12/23/2017,ĐH0000029,KH-0258,P-707,8,10378000,83024000,58116800,NV00086,CN HCM
12/24/2017,ĐH0000029,KH-0258,P-708,40,160000,6400000,4160000,NV00086,CN HCM
12/25/2017,ĐH0000029,KH-0258,P-046,10,15996000,159960000,103974000,NV00086,CN HP
12/26/2017,ĐH0000029,KH-0258,P-248,50,758000,37900000,24635000,NV00086,CN HCM
12/27/2017,ĐH0000029,KH-0258,P-709,21,904000,18984000,12339600,NV00086,CN HN
12/28/2017,ĐH0000031,KH-0713,P-710,10,2600000,26000000,16900000,NV00081,CN HP
12/29/2017,ĐH0000033,KH-0714,P-018,4,3100000,12400000,8060000,NV00059,CN HCM
12/30/2017,ĐH0000034,KH-0367,P-071,28,715000,20020000,13013000,NV00046,CN HCM
12/31/2017,ĐH0000051,KH-0260,P-246,16,6250000,100000000,70000000,NV00059,CN HN
1/1/2018,ĐH0000051,KH-0260,P-246,6,6250000,37500000,24375000,NV00059,CN HN
1/2/2018,ĐH0000001,KH-0715,P-228,9,549000,4941000,3458700,NV00106,CN HP
1/3/2018,ĐH0000008,KH-0003,P-017,190,3940000,748600000,486590000,NV00078,CN HCM
1/4/2018,ĐH0000011,KH-0716,P-711,34,2090000,71060000,46189000,NV00078,CN HP
1/5/2018,ĐH0000015,KH-0023,P-712,20,1044000,20880000,14616000,NV00086,CN HN
1/6/2018,ĐH0000016,KH-0627,P-016,6,7289000,43734000,26240400,NV00078,CN HP
1/7/2018,ĐH0000020,KH-0003,P-062,6,600000,3600000,2340000,NV00096,CN HN
1/8/2018,ĐH0000054,KH-0260,P-592,50,588000,29400000,17640000,NV00059,CN HP
1/9/2018,ĐH0000021,KH-0717,P-676,101,476000,48076000,33653200,NV00017,CN HCM
1/10/2018,ĐH0000024,KH-0007,P-713,10,250000,2500000,1625000,NV00078,CN HN
1/11/2018,ĐH0000025,KH-0718,P-062,10,612000,6120000,4284000,NV00017,CN HN
1/12/2018,ĐH0000030,KH-0719,P-018,10,3066000,30660000,18396000,NV00086,CN HCM
1/13/2018,ĐH0000083,KH-0176,P-704,37,435000,16095000,9657000,NV00046,CN HCM
1/14/2018,ĐH0000087,KH-0720,P-714,36,25034000,901224000,630856800,NV00068,CN HCM
1/15/2018,ĐH0000087,KH-0720,P-715,21,28150000,591150000,413805000,NV00068,CN HN
1/16/2018,ĐH0000047,KH-0036,P-248,10,735000,7350000,4410000,NV00080,CN HP
1/17/2018,ĐH0000047,KH-0036,P-249,10,1697000,16970000,10182000,NV00080,CN HCM
1/18/2018,ĐH0000088,KH-0356,P-506,10,280000,2800000,1680000,NV00046,CN HN
1/19/2018,ĐH0000089,KH-0356,P-019,4,2800000,11200000,7840000,NV00046,CN HCM
1/20/2018,ĐH0000050,KH-0036,P-018,10,2930000,29300000,19045000,NV00080,CN HCM
1/21/2018,ĐH0000052,KH-0085,P-666,20,2307800,46156000,30001400,NV00017,CN HP
1/22/2018,ĐH0000054,KH-0696,P-040,19,26450000,502550000,301530000,NV00080,CN HN
1/23/2018,ĐH0000112,KH-0574,P-328,10,270000,2700000,1890000,NV00046,CN HN
1/24/2018,ĐH0000115,KH-0339,P-231,4,60000,240000,156000,NV00081,CN HCM
1/25/2018,ĐH0000119,KH-0664,P-060,27,1365000,36855000,23955750,NV00006,CN HN
1/26/2018,ĐH0000124,KH-0721,P-016,20,6990000,139800000,90870000,NV00078,CN HP
1/27/2018,ĐH0000126,KH-0235,P-607,10,4014000,40140000,28098000,NV00059,CN HCM
1/28/2018,ĐH0000127,KH-0260,P-246,6,6250000,37500000,26250000,NV00059,CN HP
1/29/2018,ĐH0000059,KH-0076,P-694,10,797950,7979500,5186675,NV00017,CN HP
1/30/2018,ĐH0000059,KH-0076,P-716,40,934680,37387200,22432320,NV00017,CN HCM
1/31/2018,ĐH0000061,KH-0041,P-061,8,550000,4400000,2860000,NV00078,CN HP
2/1/2018,ĐH0000140,KH-0722,P-717,200,360000,72000000,43200000,NV00081,CN HN
2/2/2018,ĐH0000145,KH-0176,P-228,6,525000,3150000,2205000,NV00046,CN HN
2/3/2018,ĐH0000146,KH-0176,P-228,12,525000,6300000,4095000,NV00046,CN HP
2/4/2018,ĐH0000065,KH-0036,P-016,50,6875000,343750000,240625000,NV00080,CN HCM
2/5/2018,ĐH0000158,KH-0176,P-718,290,1196000,346840000,225446000,NV00046,CN HP
2/6/2018,ĐH0000160,KH-0275,P-248,8,758000,6064000,3638400,NV00015,CN HCM
2/7/2018,ĐH0000160,KH-0275,P-278,11,1897000,20867000,13563550,NV00015,CN HCM
2/8/2018,ĐH0000072,KH-0723,P-686,33,684000,22572000,15800400,NV00017,CN HN
2/9/2018,ĐH0000074,KH-0087,P-062,30,1020000,30600000,21420000,NV00017,CN HN
2/10/2018,ĐH0000189,KH-0278,P-016,74,7279000,538646000,377052200,NV00095,CN HCM
2/11/2018,ĐH0000189,KH-0278,P-248,7,742000,5194000,3116400,NV00095,CN HCM
2/12/2018,ĐH0000187,KH-0368,P-506,50,276000,13800000,8970000,NV00046,CN HCM
2/13/2018,ĐH0000190,KH-0176,P-016,67,6671000,446957000,290522050,NV00046,CN HCM
2/14/2018,ĐH0000087,KH-0724,P-719,50,600000,30000000,19500000,NV00086,CN HN
2/15/2018,ĐH0000079,KH-0047,P-086,10,2545000,25450000,15270000,NV00078,CN HP
2/16/2018,ĐH0000079,KH-0047,P-061,6,490000,2940000,2058000,NV00078,CN HCM
2/17/2018,ĐH0000084,KH-0067,P-228,8,620000,4960000,3224000,NV00017,CN HN
2/18/2018,ĐH0000201,KH-0725,P-720,10,4012000,40120000,28084000,NV00046,CN HN
2/19/2018,ĐH0000202,KH-0176,P-228,9,878000,7902000,5136300,NV00046,CN HN
2/20/2018,ĐH0000203,KH-0265,P-564,428,68550,29339400,19070610,NV00095,CN HP
2/21/2018,ĐH0000203,KH-0265,P-564,15,50860,762900,457740,NV00095,CN HP
2/22/2018,ĐH0000203,KH-0265,P-564,6,35381,212286,148600.2,NV00095,CN HCM
2/23/2018,ĐH0000203,KH-0265,P-564,9,19902,179118,125382.6,NV00095,CN HP
2/24/2018,ĐH0000203,KH-0265,P-564,4,15479,61916,37149.6,NV00095,CN HP
2/25/2018,ĐH0000207,KH-0367,P-565,15,516000,7740000,4644000,NV00046,CN HCM
2/26/2018,ĐH0000208,KH-0652,P-018,10,3300000,33000000,23100000,NV00006,CN HN
2/27/2018,ĐH0000213,KH-0681,P-721,300,323000,96900000,62985000,NV00068,CN HP
2/28/2018,ĐH0000219,KH-0552,P-722,4,7940800,31763200,22234240,NV00017,CN HCM
3/1/2018,ĐH0000230,KH-0726,P-666,8,2195500,17564000,11416600,NV00078,CN HCM
3/2/2018,ĐH0000230,KH-0726,P-248,20,756200,15124000,9830600,NV00078,CN HN
3/3/2018,ĐH0000245,KH-0727,P-651,100,760000,76000000,53200000,NV00006,CN HP
3/4/2018,ĐH0000247,KH-0711,P-564,100,68400,6840000,4104000,NV00011,CN HCM
3/5/2018,ĐH0000249,KH-0320,P-045,4,7130000,28520000,17112000,NV00011,CN HP
3/6/2018,ĐH0000097,KH-0195,P-523,23,1050000,24150000,14490000,NV00112,CN HP
3/7/2018,ĐH0000258,KH-0553,P-723,100,2696880,269688000,175297200,NV00095,CN HN
3/8/2018,ĐH0000100,KH-0068,P-724,4,648000,2592000,1814400,NV00017,CN HP
3/9/2018,ĐH0000268,KH-0176,P-229,7,750000,5250000,3675000,NV00046,CN HP
3/10/2018,ĐH0000272,KH-0176,P-023,4,9400000,37600000,22560000,NV00046,CN HP
3/11/2018,ĐH0000274,KH-0728,P-328,10,220000,2200000,1540000,NV00046,CN HCM
3/12/2018,ĐH0000276,KH-0226,P-725,10,6747638,67476380,47233466,NV00015,CN HP
3/13/2018,ĐH0000276,KH-0226,P-029,100,6747639,674763900,438596535,NV00015,CN HN
3/14/2018,ĐH0000276,KH-0226,P-726,8,3368684,26949472,17517156.8,NV00015,CN HN
3/15/2018,ĐH0000277,KH-0226,P-043,7,18667829,130674803,78404881.8,NV00015,CN HP
3/16/2018,ĐH0000289,KH-0209,P-565,140,710000,99400000,59640000,NV00006,CN HP
3/17/2018,ĐH0000107,KH-0729,P-229,11,710000,7810000,5467000,NV00017,CN HN
3/18/2018,ĐH0000108,KH-0088,P-068,9,1960000,17640000,11466000,NV00017,CN HCM
3/19/2018,ĐH0000298,KH-0176,P-062,65,1080000,70200000,49140000,NV00046,CN HCM
3/20/2018,ĐH0000322,KH-0730,P-471,8,1870000,14960000,10472000,NV00046,CN HP
3/21/2018,ĐH0000320,KH-0731,P-017,7,3900000,27300000,17745000,NV00095,CN HP
3/22/2018,ĐH0000323,KH-0694,P-068,30,2150000,64500000,41925000,NV00068,CN HN
3/23/2018,ĐH0000119,KH-0530,P-029,22,3802442,83653724,58557606.8,NV00078,CN HP
3/24/2018,ĐH0000333,KH-0176,P-327,11,1780000,19580000,12727000,NV00046,CN HCM
3/25/2018,ĐH0000335,KH-0655,P-555,32,1188000,38016000,26611200,NV00011,CN HCM
3/26/2018,ĐH0000344,KH-0732,P-565,10,805000,8050000,5635000,NV00046,CN HN
3/27/2018,ĐH0000346,KH-0176,P-023,4,9200000,36800000,22080000,NV00046,CN HN
3/28/2018,ĐH0000624,KH-0200,P-008,7,9408000,65856000,46099200,NV00006,CN HP
3/29/2018,ĐH0000353,KH-0260,P-565,15,490000,7350000,4410000,NV00081,CN HCM
3/30/2018,ĐH0000354,KH-0698,P-722,11,7400000,81400000,52910000,NV00078,CN HP
3/31/2018,ĐH0000354,KH-0698,P-079,4,7400000,29600000,17760000,NV00078,CN HP
4/1/2018,ĐH0000358,KH-0176,P-727,8,9230000,73840000,51688000,NV00046,CN HCM
4/2/2018,ĐH0000359,KH-0599,P-016,10,7400000,74000000,44400000,NV00081,CN HN
4/3/2018,ĐH0000123,KH-0679,P-672,10,4145070,41450700,24870420,NV00078,CN HN
4/4/2018,ĐH0000369,KH-0368,P-565,23,580000,13340000,9338000,NV00046,CN HN
4/5/2018,ĐH0000384,KH-0235,P-018,20,2900000,58000000,37700000,NV00095,CN HN
4/6/2018,ĐH0000128,KH-0003,P-018,30,2980000,89400000,62580000,NV00078,CN HN
4/7/2018,ĐH0000491,KH-0558,P-666,8,2180000,17440000,10464000,NV00081,CN HP
4/8/2018,ĐH0000491,KH-0558,P-699,8,15270000,122160000,85512000,NV00081,CN HCM
4/9/2018,ĐH0000491,KH-0558,P-592,10,580000,5800000,3480000,NV00081,CN HP
4/10/2018,ĐH0000397,KH-0176,P-681,50,1730000,86500000,51900000,NV00046,CN HN
4/11/2018,ĐH0000411,KH-0176,P-229,6,750000,4500000,2925000,NV00046,CN HN
4/12/2018,ĐH0000417,KH-0200,P-139,15,3255000,48825000,29295000,NV00006,CN HP
4/13/2018,ĐH0000419,KH-0251,P-016,4,7582000,30328000,19713200,NV00068,CN HP
4/14/2018,ĐH0000422,KH-0733,P-016,6,7500000,45000000,27000000,NV00015,CN HCM
4/15/2018,ĐH0000440,KH-0619,P-016,10,7122000,71220000,42732000,NV00015,CN HCM
4/16/2018,ĐH0000448,KH-0235,P-022,10,2900000,29000000,17400000,NV00095,CN HP
4/17/2018,ĐH0000456,KH-0176,P-728,4,3450000,13800000,8280000,NV00046,CN HP
4/18/2018,ĐH0000149,KH-0734,P-729,10,9414000,94140000,65898000,NV00017,CN HP
4/19/2018,ĐH0000468,KH-0176,P-589,21,1728000,36288000,25401600,NV00046,CN HN
4/20/2018,ĐH0000468,KH-0176,P-589,40,1584000,63360000,38016000,NV00046,CN HCM
4/21/2018,ĐH0000468,KH-0176,P-589,45,1440000,64800000,38880000,NV00046,CN HN
4/22/2018,ĐH0000556,KH-0176,P-589,20,1218000,24360000,17052000,NV00046,CN HP
4/23/2018,ĐH0000556,KH-0176,P-589,54,1008000,54432000,35380800,NV00046,CN HCM
4/24/2018,ĐH0000556,KH-0176,P-589,40,144000,5760000,3744000,NV00046,CN HP
4/25/2018,ĐH0000470,KH-0633,P-189,27,320000,8640000,5184000,NV00015,CN HP
4/26/2018,ĐH0000158,KH-0074,P-228,7,1605000,11235000,7302750,NV00017,CN HCM
4/27/2018,ĐH0000151,KH-0010,P-017,17,3980000,67660000,43979000,NV00080,CN HN
4/28/2018,ĐH0000479,KH-0014,P-032,22,7717000,169774000,118841800,NV00020,CN HN
4/29/2018,ĐH0000482,KH-0612,P-016,8,7500000,60000000,36000000,NV00011,CN HP
4/30/2018,ĐH0002368,KH-0647,P-015,93,3496478,325172454,211362095.1,NV00017,CN HN
5/1/2018,ĐH0003756,KH-0131,P-015,15,3418000,51270000,30762000,NV00015,CN HP
5/2/2018,ĐH0003758,KH-0650,P-015,20,3905000,78100000,50765000,NV00006,CN HN
5/3/2018,ĐH0003835,KH-0654,P-015,11,3627000,39897000,27927900,NV00051,CN HN
5/4/2018,ĐH0003867,KH-0572,P-015,13,3615000,46995000,28197000,NV00015,CN HN
5/5/2018,ĐH0003874,KH-0657,P-015,15,3450000,51750000,36225000,NV00048,CN HP
5/6/2018,ĐH0003883,KH-0735,P-015,6,4625000,27750000,19425000,NV00051,CN HCM
5/7/2018,ĐH0003942,KH-0158,P-015,80,3450000,276000000,179400000,NV00048,CN HCM
5/8/2018,ĐH0004082,KH-0493,P-015,18,3555000,63990000,41593500,NV00006,CN HCM
5/9/2018,ĐH0000738,KH-0666,P-015,6,3554000,21324000,14926800,NV00017,CN HCM
5/10/2018,ĐH0001215,KH-0608,P-015,38,3470000,131860000,79116000,NV00059,CN HCM
5/11/2018,ĐH0001226,KH-0668,P-015,11,3700000,40700000,26455000,NV00061,CN HP
5/12/2018,ĐH0000744,KH-0522,P-015,50,3425000,171250000,102750000,NV00017,CN HCM
5/13/2018,ĐH0001236,KH-0670,P-015,50,3437000,171850000,111702500,NV00015,CN HP
5/14/2018,ĐH0000752,KH-0009,P-015,7,6890000,48230000,28938000,NV00061,CN HN
5/15/2018,ĐH0001249,KH-0194,P-015,40,3510000,140400000,98280000,NV00064,CN HN
5/16/2018,ĐH0001288,KH-0518,P-015,54,3770208,203591232,122154739.2,NV00064,CN HCM
5/17/2018,ĐH0000765,KH-0673,P-015,8,3485000,27880000,18122000,NV00017,CN HP
5/18/2018,ĐH0000794,KH-0513,P-015,66,3495000,230670000,149935500,NV00017,CN HCM
5/19/2018,ĐH0001399,KH-0228,P-015,50,4740000,237000000,165900000,NV00059,CN HP
5/20/2018,ĐH0001438,KH-0194,P-015,214,3530000,755420000,453252000,NV00064,CN HCM
5/21/2018,ĐH0001470,KH-0516,P-015,20,3620000,72400000,50680000,NV00064,CN HP
5/22/2018,ĐH0000826,KH-0686,P-015,10,3673000,36730000,22038000,NV00017,CN HCM
5/23/2018,ĐH0001508,KH-0689,P-015,22,3698000,81356000,52881400,NV00068,CN HP
5/24/2018,ĐH0001573,KH-0619,P-015,10,3543500,35435000,23032750,NV00064,CN HP
5/25/2018,ĐH0001616,KH-0363,P-015,8,3550000,28400000,19880000,NV00046,CN HCM
5/26/2018,ĐH0000865,KH-0736,P-015,34,3515000,119510000,83657000,NV00017,CN HCM
5/27/2018,ĐH0001648,KH-0554,P-015,10,4262000,42620000,29834000,NV00068,CN HCM
5/28/2018,ĐH0001678,KH-0505,P-015,4,3550000,14200000,9940000,NV00015,CN HN
5/29/2018,ĐH0000907,KH-0737,P-015,50,3734000,186700000,130690000,NV00080,CN HP
5/30/2018,ĐH0001745,KH-0701,P-015,12,3654000,43848000,28501200,NV00068,CN HCM
5/31/2018,ĐH0001774,KH-0372,P-015,10,3520028,35200280,21120168,NV00046,CN HN
6/1/2018,ĐH0000980,KH-0702,P-015,15,3498000,52470000,36729000,NV00017,CN HCM
6/2/2018,ĐH0000978,KH-0023,P-015,10,3797000,37970000,22782000,NV00086,CN HCM
6/3/2018,ĐH0004810,KH-0703,P-015,10,3500000,35000000,24500000,NV00095,CN HP
6/4/2018,ĐH0004811,KH-0231,P-015,40,3500000,140000000,91000000,NV00059,CN HN
6/5/2018,ĐH0004812,KH-0704,P-015,12,3697000,44364000,26618400,NV00006,CN HN
6/6/2018,ĐH0004814,KH-0738,P-015,22,3750000,82500000,57750000,NV00015,CN HCM
6/7/2018,ĐH0004815,KH-0705,P-015,10,3530000,35300000,21180000,NV00098,CN HCM
6/8/2018,ĐH0004816,KH-0232,P-015,35,3750000,131250000,78750000,NV00015,CN HN
6/9/2018,ĐH0004817,KH-0233,P-015,80,3460000,276800000,179920000,NV00015,CN HN
6/10/2018,ĐH0004822,KH-0324,P-015,50,3395000,169750000,110337500,NV00011,CN HN
6/11/2018,ĐH0004826,KH-0245,P-015,11,3660000,40260000,24156000,NV00059,CN HP
6/12/2018,ĐH0004842,KH-0707,P-015,20,3500000,70000000,42000000,NV00015,CN HP
6/13/2018,ĐH0004855,KH-0234,P-015,15,3750000,56250000,36562500,NV00006,CN HCM
6/14/2018,ĐH0004949,KH-0662,P-015,8,3790000,30320000,21224000,NV00046,CN HCM
6/15/2018,ĐH0004988,KH-0739,P-015,26,3600000,93600000,60840000,NV00098,CN HN
6/16/2018,ĐH0000075,KH-0740,P-015,20,3639000,72780000,47307000,NV00086,CN HN
6/17/2018,ĐH0000053,KH-0072,P-015,20,3670000,73400000,47710000,NV00017,CN HCM
6/18/2018,ĐH0000117,KH-0175,P-015,8,3700000,29600000,17760000,NV00059,CN HP
6/19/2018,ĐH0000124,KH-0721,P-015,20,3510000,70200000,49140000,NV00078,CN HN
6/20/2018,ĐH0000142,KH-0175,P-015,13,3700000,48100000,31265000,NV00081,CN HCM
6/21/2018,ĐH0000148,KH-0175,P-015,9,3750000,33750000,23625000,NV00081,CN HN
6/22/2018,ĐH0000065,KH-0036,P-015,100,3545000,354500000,248150000,NV00080,CN HN
6/23/2018,ĐH0000067,KH-0741,P-015,14,3654000,51156000,33251400,NV00078,CN HCM
6/24/2018,ĐH0000160,KH-0275,P-015,9,3735000,33615000,23530500,NV00015,CN HP
6/25/2018,ĐH0000169,KH-0742,P-015,10,3781000,37810000,22686000,NV00095,CN HP
6/26/2018,ĐH0000189,KH-0278,P-015,96,3659000,351264000,245884800,NV00095,CN HP
6/27/2018,ĐH0000190,KH-0176,P-015,74,3356000,248344000,149006400,NV00046,CN HCM
6/28/2018,ĐH0000248,KH-0743,P-015,41,3724609.76,152709000,99260850,NV00015,CN HN
6/29/2018,ĐH0000262,KH-0176,P-015,21,3516000,73836000,47993400,NV00046,CN HN
6/30/2018,ĐH0000359,KH-0599,P-015,11,3750000,41250000,28875000,NV00081,CN HCM
7/1/2018,ĐH0000409,KH-0720,P-015,4,3811000,15244000,9908600,NV00068,CN HP
7/2/2018,ĐH0000419,KH-0251,P-015,4,3849000,15396000,9237600,NV00068,CN HN
7/3/2018,ĐH0000439,KH-0681,P-015,52,3766000,195832000,137082400,NV00068,CN HN
7/4/2018,ĐH0000440,KH-0619,P-015,10,3579000,35790000,23263500,NV00015,CN HCM
7/5/2018,ĐH0000147,KH-0051,P-015,22,3600000,79200000,47520000,NV00017,CN HCM
